player_name,year,season,week,game_date,opponent,result
Tom Brady,2010,Regular Season,2,09/19/2010,@Jets,L 14 - 28
Tom Brady,2010,Regular Season,1,09/12/2010,Bengals,W 38 - 24
Tom Brady,2010,Post Season,2,01/16/2011,Jets,L 21 - 28
Tom Brady,2011,Preseason,3,08/27/2011,@Lions,L 10 - 34
Tom Brady,2011,Preseason,2,08/18/2011,@Buccaneers,W 31 - 14
Tom Brady,2011,Preseason,1,08/11/2011,Jaguars,W 47 - 12
Tom Brady,2011,Regular Season,17,01/01/2012,Bills,W 49 - 21
Tom Brady,2011,Regular Season,16,12/24/2011,Dolphins,W 27 - 24
Tom Brady,2011,Regular Season,15,12/18/2011,@Broncos,W 41 - 23
Tom Brady,2011,Regular Season,14,12/11/2011,@Redskins,W 34 - 27
Tom Brady,2009,Regular Season,2,09/20/2009,@Jets,L 9 - 16
Tom Brady,2009,Regular Season,1,09/14/2009,Bills,W 25 - 24
Tom Brady,2009,Post Season,1,01/10/2010,Ravens,L 14 - 33
Tom Brady,2011,Regular Season,13,12/04/2011,Colts,W 31 - 24
Tom Brady,2011,Regular Season,12,11/27/2011,@Eagles,W 38 - 20
Tom Brady,2011,Regular Season,11,11/21/2011,Chiefs,W 34 - 3
Tom Brady,2011,Regular Season,10,11/13/2011,@Jets,W 37 - 16
Tom Brady,2011,Regular Season,9,11/06/2011,Giants,L 20 - 24
Tom Brady,2011,Regular Season,8,10/30/2011,@Steelers,L 17 - 25
Tom Brady,2011,Regular Season,6,10/16/2011,Cowboys,W 20 - 16
Tom Brady,2011,Regular Season,5,10/09/2011,Jets,W 30 - 21
Tom Brady,2011,Regular Season,4,10/02/2011,@Raiders,W 31 - 19
Tom Brady,2011,Regular Season,3,09/25/2011,@Bills,L 31 - 34
Tom Brady,2011,Regular Season,2,09/18/2011,Chargers,W 35 - 21
Tom Brady,2011,Regular Season,1,09/12/2011,@Dolphins,W 38 - 24
Tom Brady,2011,Post Season,4,02/05/2012,Giants,L 17 - 21
Tom Brady,2011,Post Season,3,01/22/2012,Ravens,W 23 - 20
Tom Brady,2011,Post Season,2,01/14/2012,Broncos,W 45 - 10
Tom Brady,2013,Preseason,4,08/29/2013,Giants,W 28 - 20
Tom Brady,2013,Preseason,3,08/22/2013,@Lions,L 9 - 40
Tom Brady,2013,Preseason,2,08/17/2013,Buccaneers,W 25 - 21
Tom Brady,2013,Preseason,1,08/09/2013,@Eagles,W 31 - 22
Tom Brady,2013,Regular Season,17,12/29/2013,Bills,W 34 - 20
Tom Brady,2013,Regular Season,16,12/22/2013,@Ravens,W 41 - 7
Tom Brady,2013,Regular Season,15,12/15/2013,@Dolphins,L 20 - 24
Tom Brady,2013,Regular Season,14,12/08/2013,Browns,W 27 - 26
Tom Brady,2013,Regular Season,13,12/01/2013,@Texans,W 34 - 31
Tom Brady,2013,Regular Season,12,11/25/2013,Broncos,W 34 - 31
Tom Brady,2013,Regular Season,11,11/19/2013,@Panthers,L 20 - 24
Tom Brady,2013,Regular Season,9,11/03/2013,Steelers,W 55 - 31
Tom Brady,2013,Regular Season,8,10/27/2013,Dolphins,W 27 - 17
Tom Brady,2013,Regular Season,7,10/20/2013,@Jets,L 27 - 30
Tom Brady,2013,Regular Season,6,10/13/2013,Saints,W 30 - 27
Tom Brady,2013,Regular Season,5,10/06/2013,@Bengals,L 6 - 13
Tom Brady,2013,Regular Season,4,09/30/2013,@Falcons,W 30 - 23
Tom Brady,2013,Regular Season,3,09/22/2013,Buccaneers,W 23 - 3
Tom Brady,2013,Regular Season,2,09/13/2013,Jets,W 13 - 10
Tom Brady,2013,Regular Season,1,09/08/2013,@Bills,W 23 - 21
Tom Brady,2013,Post Season,3,01/19/2014,@Broncos,L 16 - 26
Tom Brady,2013,Post Season,2,01/12/2014,Colts,W 43 - 22
Tom Brady,2014,Preseason,4,08/28/2014,@Giants,L 13 - 16
Tom Brady,2014,Preseason,3,08/22/2014,Panthers,W 30 - 7
Tom Brady,2014,Preseason,2,08/15/2014,Eagles,W 42 - 35
Tom Brady,2014,Preseason,1,08/07/2014,@Redskins,L 6 - 23
Tom Brady,2014,Regular Season,17,12/28/2014,Bills,L 9 - 17
Tom Brady,2014,Regular Season,16,12/21/2014,@Jets,W 17 - 16
Tom Brady,2014,Regular Season,15,12/14/2014,Dolphins,W 41 - 13
Tom Brady,2014,Regular Season,14,12/08/2014,@Chargers,W 23 - 14
Tom Brady,2014,Regular Season,13,11/30/2014,@Packers,L 21 - 26
Tom Brady,2014,Regular Season,12,11/23/2014,Lions,W 34 - 9
Tom Brady,2014,Regular Season,11,11/17/2014,@Colts,W 42 - 20
Tom Brady,2014,Regular Season,9,11/02/2014,Broncos,W 43 - 21
Tom Brady,2014,Regular Season,8,10/26/2014,Bears,W 51 - 23
Tom Brady,2014,Regular Season,7,10/17/2014,Jets,W 27 - 25
Tom Brady,2014,Regular Season,6,10/12/2014,@Bills,W 37 - 22
Tom Brady,2014,Regular Season,5,10/06/2014,Bengals,W 43 - 17
Tom Brady,2014,Regular Season,4,09/30/2014,@Chiefs,L 14 - 41
Tom Brady,2014,Regular Season,3,09/21/2014,Raiders,W 16 - 9
Tom Brady,2014,Regular Season,2,09/14/2014,@Vikings,W 30 - 7
Tom Brady,2014,Regular Season,1,09/07/2014,@Dolphins,L 20 - 33
Tom Brady,2014,Post Season,4,02/01/2015,@Seahawks,W 28 - 24
Tom Brady,2014,Post Season,3,01/18/2015,Colts,W 45 - 7
Tom Brady,2014,Post Season,2,01/10/2015,Ravens,W 35 - 31
Tom Brady,2012,Preseason,4,08/29/2012,@Giants,L 3 - 6
Tom Brady,2012,Preseason,3,08/24/2012,@Buccaneers,L 28 - 30
Tom Brady,2012,Preseason,2,08/20/2012,Eagles,L 17 - 27
Tom Brady,2012,Preseason,1,08/09/2012,Saints,W 7 - 6
Tom Brady,2012,Regular Season,17,12/30/2012,Dolphins,W 28 - 0
Tom Brady,2012,Regular Season,16,12/23/2012,@Jaguars,W 23 - 16
Tom Brady,2012,Regular Season,15,12/16/2012,Niners,L 34 - 41
Tom Brady,2012,Regular Season,14,12/10/2012,Texans,W 42 - 14
Tom Brady,2012,Regular Season,13,12/02/2012,@Dolphins,W 23 - 16
Tom Brady,2012,Regular Season,12,11/22/2012,@Jets,W 49 - 19
Tom Brady,2012,Regular Season,11,11/18/2012,Colts,W 59 - 24
Tom Brady,2012,Regular Season,10,11/11/2012,Bills,W 37 - 31
Tom Brady,2012,Regular Season,8,10/28/2012,@Rams,W 45 - 7
Tom Brady,2012,Regular Season,7,10/21/2012,Jets,W 29 - 26
Tom Brady,2012,Regular Season,6,10/14/2012,@Seahawks,L 23 - 24
Tom Brady,2012,Regular Season,5,10/07/2012,Broncos,W 31 - 21
Tom Brady,2012,Regular Season,4,09/30/2012,@Bills,W 52 - 28
Tom Brady,2012,Regular Season,3,09/23/2012,@Ravens,L 30 - 31
Tom Brady,2012,Regular Season,2,09/16/2012,Cardinals,L 18 - 20
Tom Brady,2012,Regular Season,1,09/09/2012,@Titans,W 34 - 13
Tom Brady,2012,Post Season,3,01/20/2013,Ravens,L 13 - 28
Tom Brady,2012,Post Season,2,01/13/2013,Texans,W 41 - 28
Tom Brady,2016,Preseason,4,09/01/2016,@Giants,L 9 - 17
Tom Brady,2016,Preseason,3,08/26/2016,@Panthers,W 19 - 17
Tom Brady,2016,Preseason,2,08/19/2016,Bears,W 23 - 22
Tom Brady,2016,Preseason,1,08/11/2016,Saints,W 34 - 22
Tom Brady,2016,Regular Season,17,01/01/2017,@Dolphins,W 35 - 14
Tom Brady,2016,Regular Season,16,12/24/2016,Jets,W 41 - 3
Tom Brady,2016,Regular Season,15,12/18/2016,@Broncos,W 16 - 3
Tom Brady,2016,Regular Season,14,12/13/2016,Ravens,W 30 - 23
Tom Brady,2016,Regular Season,13,12/04/2016,Rams,W 26 - 10
Tom Brady,2016,Regular Season,12,11/27/2016,@Jets,W 22 - 17
Tom Brady,2016,Regular Season,11,11/20/2016,@49ers,W 30 - 17
Tom Brady,2016,Regular Season,10,11/14/2016,Seahawks,L 24 - 31
Tom Brady,2016,Regular Season,8,10/30/2016,@Bills,W 41 - 25
Tom Brady,2016,Regular Season,7,10/23/2016,@Steelers,W 27 - 16
Tom Brady,2016,Regular Season,6,10/16/2016,Bengals,W 35 - 17
Tom Brady,2016,Regular Season,5,10/09/2016,@Browns,W 33 - 13
Tom Brady,2016,Post Season,4,02/05/2017,@Falcons,W 34 - 28
Tom Brady,2016,Post Season,3,01/22/2017,Steelers,W 36 - 17
Tom Brady,2016,Post Season,2,01/15/2017,Texans,W 34 - 16
Tom Brady,2015,Preseason,4,09/03/2015,Giants,L 9 - 12
Tom Brady,2015,Preseason,3,08/28/2015,@Panthers,W 17 - 16
Tom Brady,2015,Preseason,2,08/22/2015,@Saints,W 26 - 24
Tom Brady,2015,Preseason,1,08/13/2015,Packers,L 11 - 22
Tom Brady,2015,Regular Season,17,01/03/2016,@Dolphins,L 10 - 20
Tom Brady,2015,Regular Season,16,12/27/2015,@Jets,L 20 - 26
Tom Brady,2015,Regular Season,15,12/20/2015,Titans,W 33 - 16
Tom Brady,2015,Regular Season,14,12/14/2015,@Texans,W 27 - 6
Tom Brady,2015,Regular Season,13,12/06/2015,Eagles,L 28 - 35
Tom Brady,2015,Regular Season,12,11/30/2015,@Broncos,L 24 - 30
Tom Brady,2015,Regular Season,11,11/24/2015,Bills,W 20 - 13
Tom Brady,2015,Regular Season,10,11/15/2015,@Giants,W 27 - 26
Tom Brady,2015,Regular Season,9,11/08/2015,Redskins,W 27 - 10
Tom Brady,2015,Regular Season,8,10/30/2015,Dolphins,W 36 - 7
Tom Brady,2015,Regular Season,7,10/25/2015,Jets,W 30 - 23
Tom Brady,2015,Regular Season,6,10/19/2015,@Colts,W 34 - 27
Tom Brady,2015,Regular Season,5,10/11/2015,@Cowboys,W 30 - 6
Tom Brady,2015,Regular Season,3,09/27/2015,Jaguars,W 51 - 17
Tom Brady,2015,Regular Season,2,09/20/2015,@Bills,W 40 - 32
Tom Brady,2015,Regular Season,1,09/11/2015,Steelers,W 28 - 21
Tom Brady,2015,Post Season,3,01/24/2016,@Broncos,L 18 - 20
Tom Brady,2015,Post Season,2,01/16/2016,Chiefs,W 27 - 20
Tom Brady,2017,Preseason,4,08/31/2017,Giants,L 38 - 40
Tom Brady,2017,Preseason,3,08/25/2017,@Lions,W 30 - 28
Tom Brady,2017,Preseason,2,08/20/2017,@Texans,L 23 - 27
Tom Brady,2017,Preseason,1,08/10/2017,Jaguars,L 24 - 31
Tom Brady,2017,Regular Season,17,12/31/2017,Jets,W 26 - 6
Tom Brady,2017,Regular Season,16,12/24/2017,Bills,W 37 - 16
Tom Brady,2017,Regular Season,15,12/17/2017,@Steelers,W 27 - 24
Tom Brady,2017,Regular Season,14,12/12/2017,@Dolphins,L 20 - 27
Tom Brady,2017,Regular Season,13,12/03/2017,@Bills,W 23 - 3
Tom Brady,2017,Regular Season,12,11/26/2017,Dolphins,W 35 - 17
Tom Brady,2017,Regular Season,11,11/19/2017,@Raiders,W 33 - 8
Tom Brady,2017,Regular Season,10,11/13/2017,@Broncos,W 41 - 16
Tom Brady,2017,Regular Season,8,10/29/2017,Chargers,W 21 - 13
Tom Brady,2017,Regular Season,7,10/23/2017,Falcons,W 23 - 7
Tom Brady,2017,Regular Season,6,10/15/2017,@Jets,W 24 - 17
Tom Brady,2017,Regular Season,5,10/06/2017,@Buccaneers,W 19 - 14
Tom Brady,2017,Regular Season,4,10/01/2017,Panthers,L 30 - 33
Tom Brady,2017,Regular Season,3,09/24/2017,Texans,W 36 - 33
Tom Brady,2017,Regular Season,2,09/17/2017,@Saints,W 36 - 20
Tom Brady,2017,Regular Season,1,09/08/2017,Chiefs,L 27 - 42
Tom Brady,2017,Post Season,4,02/04/2018,Eagles,L 33 - 41
Tom Brady,2017,Post Season,3,01/21/2018,Jaguars,W 24 - 20
Tom Brady,2017,Post Season,2,01/14/2018,Titans,W 35 - 14
Tom Brady,2020,Regular Season,17,01/03/2021,Falcons,W 44 - 27
Tom Brady,2020,Regular Season,16,12/26/2020,@Lions,W 47 - 7
Tom Brady,2020,Regular Season,15,12/20/2020,@Falcons,W 31 - 27
Tom Brady,2020,Regular Season,14,12/13/2020,Vikings,W 26 - 14
Tom Brady,2020,Regular Season,12,11/29/2020,Chiefs,L 24 - 27
Tom Brady,2020,Regular Season,11,11/24/2020,Rams,L 24 - 27
Tom Brady,2020,Regular Season,10,11/15/2020,@Panthers,W 46 - 23
Tom Brady,2020,Regular Season,9,11/09/2020,Saints,L 3 - 38
Tom Brady,2020,Regular Season,8,11/03/2020,@Giants,W 25 - 23
Tom Brady,2020,Regular Season,7,10/25/2020,@Raiders,W 45 - 20
Tom Brady,2020,Regular Season,6,10/18/2020,Packers,W 38 - 10
Tom Brady,2020,Regular Season,5,10/09/2020,@Bears,L 19 - 20
Tom Brady,2020,Regular Season,4,10/04/2020,Chargers,W 38 - 31
Tom Brady,2020,Regular Season,3,09/27/2020,@Broncos,W 28 - 10
Tom Brady,2020,Regular Season,2,09/20/2020,Panthers,W 31 - 17
Tom Brady,2020,Regular Season,1,09/13/2020,@Saints,L 23 - 34
Tom Brady,2020,Post Season,4,02/07/2021,Chiefs,W 31 - 9
Tom Brady,2020,Post Season,3,01/24/2021,@Packers,W 31 - 26
Tom Brady,2020,Post Season,2,01/17/2021,@Saints,W 30 - 20
Tom Brady,2020,Post Season,1,01/10/2021,@Football Team,W 31 - 23
Tom Brady,2019,Preseason,4,08/29/2019,Giants,L 29 - 31
Tom Brady,2019,Preseason,3,08/22/2019,Panthers,W 10 - 3
Tom Brady,2019,Preseason,2,08/17/2019,@Titans,W 22 - 17
Tom Brady,2019,Preseason,1,08/08/2019,@Lions,W 31 - 3
Tom Brady,2019,Regular Season,17,12/29/2019,Dolphins,L 24 - 27
Tom Brady,2019,Regular Season,16,12/21/2019,Bills,W 24 - 17
Tom Brady,2019,Regular Season,15,12/15/2019,@Bengals,W 34 - 13
Tom Brady,2019,Regular Season,14,12/08/2019,Chiefs,L 16 - 23
Tom Brady,2019,Regular Season,13,12/02/2019,@Texans,L 22 - 28
Tom Brady,2019,Regular Season,12,11/24/2019,Cowboys,W 13 - 9
Tom Brady,2019,Regular Season,11,11/17/2019,@Eagles,W 17 - 10
Tom Brady,2019,Regular Season,9,11/04/2019,@Ravens,L 20 - 37
Tom Brady,2019,Regular Season,8,10/27/2019,Browns,W 27 - 13
Tom Brady,2019,Regular Season,7,10/22/2019,@Jets,W 33 - 0
Tom Brady,2019,Regular Season,6,10/11/2019,Giants,W 35 - 14
Tom Brady,2019,Regular Season,5,10/06/2019,@Redskins,W 33 - 7
Tom Brady,2019,Regular Season,4,09/29/2019,@Bills,W 16 - 10
Tom Brady,2019,Regular Season,3,09/22/2019,Jets,W 30 - 14
Tom Brady,2019,Regular Season,2,09/15/2019,@Dolphins,W 43 - 0
Tom Brady,2019,Regular Season,1,09/09/2019,Steelers,W 33 - 3
Tom Brady,2019,Post Season,1,01/05/2020,Titans,L 13 - 20
Tom Brady,2018,Preseason,4,08/30/2018,@Giants,W 17 - 12
Tom Brady,2018,Preseason,3,08/24/2018,@Panthers,L 14 - 25
Tom Brady,2018,Preseason,2,08/16/2018,Eagles,W 37 - 20
Tom Brady,2018,Preseason,1,08/09/2018,Redskins,W 26 - 17
Tom Brady,2018,Regular Season,17,12/30/2018,Jets,W 38 - 3
Tom Brady,2018,Regular Season,16,12/23/2018,Bills,W 24 - 12
Tom Brady,2018,Regular Season,15,12/16/2018,@Steelers,L 10 - 17
Tom Brady,2018,Regular Season,14,12/09/2018,@Dolphins,L 33 - 34
Tom Brady,2018,Regular Season,13,12/02/2018,Vikings,W 24 - 10
Tom Brady,2018,Regular Season,12,11/25/2018,@Jets,W 27 - 13
Tom Brady,2018,Regular Season,10,11/11/2018,@Titans,L 10 - 34
Tom Brady,2018,Regular Season,9,11/05/2018,Packers,W 31 - 17
Tom Brady,2018,Regular Season,8,10/30/2018,@Bills,W 25 - 6
Tom Brady,2018,Regular Season,7,10/21/2018,@Bears,W 38 - 31
Tom Brady,2018,Regular Season,6,10/15/2018,Chiefs,W 43 - 40
Tom Brady,2018,Regular Season,5,10/05/2018,Colts,W 38 - 24
Tom Brady,2018,Regular Season,4,09/30/2018,Dolphins,W 38 - 7
Tom Brady,2018,Regular Season,3,09/24/2018,@Lions,L 10 - 26
Tom Brady,2018,Regular Season,2,09/16/2018,@Jaguars,L 20 - 31
Tom Brady,2018,Regular Season,1,09/09/2018,Texans,W 27 - 20
Tom Brady,2018,Post Season,4,02/03/2019,@Rams,W 13 - 3
Tom Brady,2018,Post Season,3,01/20/2019,@Chiefs,W 37 - 31
Tom Brady,2018,Post Season,2,01/13/2019,Chargers,W 41 - 28
Tom Brady,2021,Preseason,3,08/29/2021,@Texans,W 23 - 16
Tom Brady,2022,Preseason,3,08/27/2022,@Colts,L 10 - 27
Tom Brady,2021,Preseason,2,08/21/2021,Titans,L 3 - 34
Tom Brady,2022,Preseason,2,08/20/2022,@Titans,L 3 - 13
Tom Brady,2022,Preseason,1,08/13/2022,Dolphins,L 24 - 26
Tom Brady,2022,Regular Season,18,01/08/2023,@Falcons,L 17 - 30
Tom Brady,2021,Preseason,1,08/14/2021,Bengals,L 14 - 19
Tom Brady,2021,Regular Season,18,01/09/2022,Panthers,W 41 - 17
Tom Brady,2021,Regular Season,17,01/02/2022,@Jets,W 28 - 24
Tom Brady,2021,Regular Season,16,12/26/2021,@Panthers,W 32 - 6
Tom Brady,2022,Regular Season,17,01/01/2023,Panthers,W 30 - 24
Tom Brady,2022,Regular Season,16,12/26/2022,@Cardinals,W 19 - 16
Tom Brady,2022,Regular Season,15,12/18/2022,Bengals,L 23 - 34
Tom Brady,2022,Regular Season,14,12/11/2022,@49ers,L 7 - 35
Tom Brady,2022,Regular Season,13,12/06/2022,Saints,W 17 - 16
Tom Brady,2022,Regular Season,12,11/27/2022,@Browns,L 17 - 23
Tom Brady,2022,Regular Season,10,11/13/2022,Seahawks,W 21 - 16
Tom Brady,2021,Regular Season,15,12/20/2021,Saints,L 0 - 9
Tom Brady,2021,Regular Season,14,12/12/2021,Bills,W 33 - 27
Tom Brady,2021,Regular Season,13,12/05/2021,@Falcons,W 30 - 17
Tom Brady,2021,Regular Season,12,11/28/2021,@Colts,W 38 - 31
Tom Brady,2021,Regular Season,11,11/23/2021,Giants,W 30 - 10
Tom Brady,2021,Regular Season,10,11/14/2021,@Football Team,L 19 - 29
Tom Brady,2021,Regular Season,8,10/31/2021,@Saints,L 27 - 36
Tom Brady,2021,Regular Season,7,10/24/2021,Bears,W 38 - 3
Tom Brady,2021,Regular Season,6,10/15/2021,@Eagles,W 28 - 22
Tom Brady,2022,Regular Season,9,11/06/2022,Rams,W 16 - 13
Tom Brady,2022,Regular Season,8,10/28/2022,Ravens,L 22 - 27
Tom Brady,2022,Regular Season,7,10/23/2022,@Panthers,L 3 - 21
Tom Brady,2022,Regular Season,6,10/16/2022,@Steelers,L 18 - 20
Tom Brady,2022,Regular Season,5,10/09/2022,Falcons,W 21 - 15
Tom Brady,2022,Regular Season,4,10/03/2022,Chiefs,L 31 - 41
Tom Brady,2022,Regular Season,3,09/25/2022,Packers,L 12 - 14
Tom Brady,2022,Regular Season,2,09/18/2022,@Saints,W 20 - 10
Tom Brady,2022,Regular Season,1,09/12/2022,@Cowboys,W 19 - 3
Tom Brady,2021,Regular Season,5,10/10/2021,Dolphins,W 45 - 17
Tom Brady,2021,Regular Season,4,10/04/2021,@Patriots,W 19 - 17
Tom Brady,2021,Regular Season,3,09/26/2021,@Rams,L 24 - 34
Tom Brady,2021,Regular Season,2,09/19/2021,Falcons,W 48 - 25
Tom Brady,2021,Regular Season,1,09/10/2021,Cowboys,W 31 - 29
Tom Brady,2021,Post Season,2,01/23/2022,Rams,L 27 - 30
Tom Brady,2021,Post Season,1,01/16/2022,Eagles,W 31 - 15
Tom Brady,2022,Post Season,1,01/17/2023,Cowboys,L 14 - 31
Ezekiel Elliott,2019,Regular Season,17,12/29/2019,Redskins,W 47 - 16
Ezekiel Elliott,2019,Regular Season,16,12/22/2019,@Eagles,L 9 - 17
Ezekiel Elliott,2019,Regular Season,15,12/15/2019,Rams,W 44 - 21
Ezekiel Elliott,2019,Regular Season,14,12/06/2019,@Bears,L 24 - 31
Ezekiel Elliott,2019,Regular Season,13,11/28/2019,Bills,L 15 - 26
Ezekiel Elliott,2019,Regular Season,12,11/24/2019,@Patriots,L 9 - 13
Ezekiel Elliott,2019,Regular Season,11,11/17/2019,@Lions,W 35 - 27
Ezekiel Elliott,2019,Regular Season,10,11/11/2019,Vikings,L 24 - 28
Ezekiel Elliott,2019,Regular Season,9,11/05/2019,@Giants,W 37 - 18
Ezekiel Elliott,2019,Regular Season,7,10/21/2019,Eagles,W 37 - 10
Ezekiel Elliott,2019,Regular Season,6,10/13/2019,@Jets,L 22 - 24
Ezekiel Elliott,2019,Regular Season,5,10/06/2019,Packers,L 24 - 34
Ezekiel Elliott,2019,Regular Season,4,09/30/2019,@Saints,L 10 - 12
Ezekiel Elliott,2019,Regular Season,3,09/22/2019,Dolphins,W 31 - 6
Ezekiel Elliott,2019,Regular Season,2,09/15/2019,@Redskins,W 31 - 21
Ezekiel Elliott,2019,Regular Season,1,09/08/2019,Giants,W 35 - 17
Ezekiel Elliott,2018,Preseason,4,08/31/2018,@Texans,L 6 - 14
Ezekiel Elliott,2018,Preseason,3,08/27/2018,Cardinals,L 3 - 27
Ezekiel Elliott,2018,Preseason,2,08/18/2018,Bengals,L 13 - 21
Ezekiel Elliott,2018,Preseason,1,08/10/2018,@49ers,L 21 - 24
Ezekiel Elliott,2018,Regular Season,17,12/30/2018,@Giants,W 36 - 35
Ezekiel Elliott,2018,Regular Season,16,12/23/2018,Buccaneers,W 27 - 20
Ezekiel Elliott,2018,Regular Season,15,12/16/2018,@Colts,L 0 - 23
Ezekiel Elliott,2018,Regular Season,14,12/09/2018,Eagles,W 29 - 23
Ezekiel Elliott,2018,Regular Season,13,11/30/2018,Saints,W 13 - 10
Ezekiel Elliott,2018,Regular Season,12,11/22/2018,Redskins,W 31 - 23
Ezekiel Elliott,2018,Regular Season,11,11/18/2018,@Falcons,W 22 - 19
Ezekiel Elliott,2018,Regular Season,10,11/12/2018,@Eagles,W 27 - 20
Ezekiel Elliott,2018,Regular Season,9,11/06/2018,Titans,L 14 - 28
Ezekiel Elliott,2018,Regular Season,7,10/21/2018,@Redskins,L 17 - 20
Ezekiel Elliott,2018,Regular Season,6,10/14/2018,Jaguars,W 40 - 7
Ezekiel Elliott,2018,Regular Season,5,10/08/2018,@Texans,L 16 - 19
Ezekiel Elliott,2018,Regular Season,4,09/30/2018,Lions,W 26 - 24
Ezekiel Elliott,2018,Regular Season,3,09/23/2018,@Seahawks,L 13 - 24
Ezekiel Elliott,2018,Regular Season,2,09/17/2018,Giants,W 20 - 13
Ezekiel Elliott,2018,Regular Season,1,09/09/2018,@Panthers,L 8 - 16
Ezekiel Elliott,2018,Post Season,2,01/13/2019,@Rams,L 22 - 30
Ezekiel Elliott,2018,Post Season,1,01/06/2019,Seahawks,W 24 - 22
Ezekiel Elliott,2020,Regular Season,17,01/03/2021,@Giants,L 19 - 23
Ezekiel Elliott,2020,Regular Season,16,12/27/2020,Eagles,W 37 - 17
Ezekiel Elliott,2020,Regular Season,15,12/20/2020,49ers,W 41 - 33
Ezekiel Elliott,2020,Regular Season,14,12/13/2020,@Bengals,W 30 - 7
Ezekiel Elliott,2020,Regular Season,13,12/09/2020,@Ravens,L 17 - 34
Ezekiel Elliott,2020,Regular Season,12,11/26/2020,Football Team,L 16 - 41
Ezekiel Elliott,2020,Regular Season,11,11/22/2020,@Vikings,W 31 - 28
Ezekiel Elliott,2020,Regular Season,9,11/08/2020,Steelers,L 19 - 24
Ezekiel Elliott,2020,Regular Season,8,11/02/2020,@Eagles,L 9 - 23
Ezekiel Elliott,2020,Regular Season,7,10/25/2020,@Football Team,L 3 - 25
Ezekiel Elliott,2020,Regular Season,6,10/20/2020,Cardinals,L 10 - 38
Ezekiel Elliott,2020,Regular Season,5,10/11/2020,Giants,W 37 - 34
Ezekiel Elliott,2020,Regular Season,4,10/04/2020,Browns,L 38 - 49
Ezekiel Elliott,2020,Regular Season,3,09/27/2020,@Seahawks,L 31 - 38
Ezekiel Elliott,2020,Regular Season,2,09/20/2020,Falcons,W 40 - 39
Ezekiel Elliott,2020,Regular Season,1,09/14/2020,@Rams,L 17 - 20
Ezekiel Elliott,2022,Preseason,3,08/27/2022,Seahawks,W 27 - 26
Ezekiel Elliott,2022,Preseason,2,08/21/2022,@Chargers,W 32 - 18
Ezekiel Elliott,2022,Preseason,1,08/14/2022,@Broncos,L 7 - 17
Ezekiel Elliott,2022,Regular Season,18,01/08/2023,@Commanders,L 6 - 26
Ezekiel Elliott,2022,Regular Season,17,12/30/2022,@Titans,W 27 - 13
Ezekiel Elliott,2022,Regular Season,16,12/24/2022,Eagles,W 40 - 34
Ezekiel Elliott,2022,Regular Season,15,12/18/2022,@Jaguars,L 34 - 40
Ezekiel Elliott,2022,Regular Season,14,12/11/2022,Texans,W 27 - 23
Ezekiel Elliott,2022,Regular Season,13,12/05/2022,Colts,W 54 - 19
Ezekiel Elliott,2022,Regular Season,12,11/24/2022,Giants,W 28 - 20
Ezekiel Elliott,2022,Regular Season,11,11/20/2022,@Vikings,W 40 - 3
Ezekiel Elliott,2022,Regular Season,10,11/13/2022,@Packers,L 28 - 31
Ezekiel Elliott,2022,Regular Season,8,10/30/2022,Bears,W 49 - 29
Ezekiel Elliott,2022,Regular Season,7,10/23/2022,Lions,W 24 - 6
Ezekiel Elliott,2022,Regular Season,6,10/17/2022,@Eagles,L 17 - 26
Ezekiel Elliott,2022,Regular Season,5,10/09/2022,@Rams,W 22 - 10
Ezekiel Elliott,2022,Regular Season,4,10/02/2022,Commanders,W 25 - 10
Ezekiel Elliott,2022,Regular Season,3,09/27/2022,@Giants,W 23 - 16
Ezekiel Elliott,2022,Regular Season,2,09/18/2022,Bengals,W 20 - 17
Ezekiel Elliott,2022,Regular Season,1,09/12/2022,Buccaneers,L 3 - 19
Ezekiel Elliott,2022,Post Season,2,01/22/2023,@49ers,L 12 - 19
Ezekiel Elliott,2022,Post Season,1,01/17/2023,@Buccaneers,W 31 - 14
Ezekiel Elliott,2017,Preseason,3,08/27/2017,Raiders,W 24 - 20
Ezekiel Elliott,2017,Preseason,2,08/19/2017,Colts,W 24 - 19
Ezekiel Elliott,2017,Preseason,1,08/13/2017,@Rams,L 10 - 13
Ezekiel Elliott,2017,Preseason,0,08/04/2017,Cardinals,W 20 - 18
Ezekiel Elliott,2017,Regular Season,17,12/31/2017,@Eagles,W 6 - 0
Ezekiel Elliott,2017,Regular Season,16,12/24/2017,Seahawks,L 12 - 21
Ezekiel Elliott,2017,Regular Season,9,11/05/2017,Chiefs,W 28 - 17
Ezekiel Elliott,2017,Regular Season,8,10/29/2017,@Redskins,W 33 - 19
Ezekiel Elliott,2017,Regular Season,7,10/22/2017,@49ers,W 40 - 10
Ezekiel Elliott,2017,Regular Season,5,10/08/2017,Packers,L 31 - 35
Ezekiel Elliott,2017,Regular Season,4,10/01/2017,Rams,L 30 - 35
Ezekiel Elliott,2017,Regular Season,3,09/26/2017,@Cardinals,W 28 - 17
Ezekiel Elliott,2017,Regular Season,2,09/17/2017,@Broncos,L 17 - 42
Ezekiel Elliott,2017,Regular Season,1,09/11/2017,Giants,W 19 - 3
Ezekiel Elliott,2021,Preseason,3,08/29/2021,Jaguars,L 14 - 34
Ezekiel Elliott,2021,Preseason,2,08/22/2021,Texans,L 14 - 20
